Year,Month,Day,Name,Location,Country,Latitude,Longitude,Elevation (m),Type,VEI,Agent,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description
1741,8,23,Oshima-Oshima,Hokkaido-Japan,Japan,41.51,139.367,732,Stratovolcano,4,"W,S",,,,,,,,,,,2000,4,,,,,,3,871,3
1742,6,15,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,3,M,,3,,,,,,3,,,,3,,,,,,3,,
1742,12,9,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,3,M,,3,,,,,,3,,,,3,,,,,,3,,
1749,8,11,Taal,Luzon-Philippines,Philippines,14.002,120.993,311,Stratovolcano,3,,,1,,,,,,1,,,,1,,,,,,3,,3
1753,10,15,Grimsvotn,Iceland-NE,Iceland,64.416,-17.316,1719,Caldera,2,,,,,,,,,1,,,,,,,,,,1,,
1754,11,28,Taal,Luzon-Philippines,Philippines,14.002,120.993,311,Stratovolcano,4,"W,T",,1,,,,,,4,,4,12,1,,,,,,4,,4
1755,10,17,Katla,Iceland-S,Iceland,63.633,-19.083,1490,Subglacial volcano,4,E,2,1,,,,,,,,,2,1,,,,,,,,
1757,7,9,Sao Jorge,Azores,Portugal,38.65,-28.08,1053,Fissure vent,0,S,,,,,,,,,,,1053,4,,,,,,3,,4
1760,,,Kie Besi,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,4,M,2000,4,,,,,,,,,2000,4,,,,,,,,
1762,,,Klyuchevskoy,Kamchatka,Russia,56.056,160.642,4754,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
1766,4,5,Hekla,Iceland-S,Iceland,63.983,-19.666,1490,Stratovolcano,4,,,,,,,,,1,,,,,,,,,,1,,
1766,7,20,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,m,49,1,,,,,,,,,49,1,,,,,,,,
1768,4,4,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,4,M,,3,,,,,,3,,,,3,,,,,,3,,
1770,,,Dempo,Sumatra,Indonesia,-4.016,103.121,3142,Stratovolcano,,,,,,,,,,,,,,,,,,,,3,,3
1772,5,9,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.33,1715,Stratovolcano,3,T,35,1,,,,,,,,,35,1,,,,,,,,
1772,8,12,Papandayan,Java,Indonesia,-7.32,107.73,2665,Stratovolcano,3,A,2957,4,,,,,,,,3,2957,4,,,,,,,,3
1773,2,2,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.33,1715,Stratovolcano,2,I,,2,,,,,,,,,,2,,,,,,,,
1775,,,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.33,1715,Stratovolcano,3,"P,I",1300,4,,,,,,,,,1300,4,,,,,,,,
1775,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580,Stratovolcano,3,,,1,,,,,,,,,,1,,,,,,,,
1778,,,Raikoke,Kuril Is,Russia,48.292,153.25,551,Stratovolcano,4,T,15,1,,,,,,,,,15,1,,,,,,,,
1779,8,8,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,,,1,,,,,,,,,,1,,,,,,,,
1779,11,8,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,4,"T,W,I",153,3,,,,,,,,,153,3,,,,,,,,
1780,2,9,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,4,F,,3,,,,,,,,,,3,,,,,,,,
1780,7,27,Aogashima,Izu Is-Japan,Japan,32.458,139.759,423,Stratovolcano,3,,7,1,,,,,,,,1,7,1,,,,,,,,1
1780,9,9,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,4,,,,,,,,,,,,,,,,,,,,,
1780,10,31,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1781,4,11,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,4,W,23,1,,,,,,,,,38,1,,,,,,1,,
1783,4,10,Aogashima,Izu Is-Japan,Japan,32.458,139.759,423,Stratovolcano,3,T,7,1,,,,,,,61,2,7,1,,,,,,,61,2
1783,8,5,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,4,"F,P,I",1491,4,,,,,,,,,1491,4,,,,,,,,
1784,4,,Grimsvotn,Iceland-NE,Iceland,64.416,-17.316,1719,Caldera,4,I,,,,,,,,,,,9350,4,,,,,,,,
1784,7,,Coropuna,Peru,Peru,-15.52,-72.65,6377,Stratovolcano,,,,,,,,,,1,,,,,,,,,,1,,
1784,,,Hualalai,Hawaiian Is,United States,19.692,-155.87,2523,Shield volcano,0,L,,1,,,,,,,,,,1,,,,,,,,
1785,4,18,Aogashima,Izu Is-Japan,Japan,32.458,139.759,423,Stratovolcano,3,,135,3,,,,,,,,,135,3,,,,,,,,
1786,,,Dieng Volcanic Complex,Java,Indonesia,-7.2,109.879,2565,Complex volcano,2,A,38,1,,,,,,,,2,38,1,,,,,,,,2
1789,,,Izu-Oshima,Izu Is-Japan,Japan,34.724,139.394,746,Stratovolcano,2,T,,1,,,,,,,,,,1,,,,,,,,
1790,11,,Kilauea,Hawaiian Is,United States,19.421,-155.287,1222,Shield volcano,4,P,5405,4,,,,,,,,,5405,4,,,,,,,,
1792,5,21,Unzendake,Kyushu-Japan,Japan,32.761,130.299,1483,Complex volcano,2,"W,A",,1,,,,,,,,,15000,4,,,707,3,,4,6200,4
1794,6,15,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,3,"M,L,T,G",400,3,,,,,,3,,,400,3,,,,,,3,,
1797,,,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,2,"T,W",,,,,,,,,,,,,,,,,,,,
1800,10,8,Guntur,Java,Indonesia,-7.143,107.841,2251,Complex volcano,,M,,3,,,,,,,,,,3,,,,,,,,
1800,10,30,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
1800,,,Kyejo,Africa-E,Tanzania,-9.229,33.792,2176,Stratovolcano,2,L,,3,,,,,,3,,,,3,,,,,,3,,
1800,,,St. Helens,US-Washington,United States,46.2,-122.18,2549,Stratovolcano,5,I,,3,,,,,,,,,,3,,,,,,,,
1800,,,Hualalai,Hawaiian Is,United States,19.692,-155.87,2523,Shield volcano,0,L,2,1,,,,,,,,,2,1,,,,,,,,
1801,8,14,Chokaisan,Honshu-Japan,Japan,39.099,140.049,2236,Stratovolcano,2,T,8,1,,,,,,,,,8,1,,,,,,,,
1803,7,4,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,,,1,,,,,,,,,,1,,,,,,,,
1803,11,7,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,T,,1,,,,,,,,,,1,,,,,,,,
1804,,,Shikotsu,Hokkaido-Japan,Japan,42.688,141.38,1320,Caldera,3,,,3,,,,,,,,,,3,,,,,,,,
1805,8,11,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,,4,1,,,,,,,,,4,1,,,,,,,,
1808,5,1,Sao Jorge,Azores,Portugal,38.65,-28.08,1053,Fissure vent,1,L,9,1,,,,,,,,,9,1,,,,,,,,
1812,4,27,Soufriere St. Vincent,W Indies,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,4,"T, m",56,2,,,,,,1,,1,56,2,,,,,,1,,1
1812,8,6,Awu,Sangihe Is-Indonesia,Indonesia,3.689,125.447,1318,Stratovolcano,3,"P,M",953,3,,,,,,,,,953,3,,,,,,,,
1813,5,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,,,,,,,,,,,,,,,,,,,,,
1814,2,1,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,4,"P,M,E",1200,4,,,,,,3,,3,1200,4,,,,,,3,,3
1815,4,10,Tambora,Lesser Sunda Is,Indonesia,-8.25,118,2850,Stratovolcano,7,"P,W,A,I",11000,4,,,,4,,4,,4,60000,4,,,,4,,4,,4
1816,7,5,Asosan,Kyushu-Japan,Japan,32.884,131.104,1592,Caldera,2,T,1,1,,,,,,,,,1,1,,,,,,,,
1817,1,24,Ijen,Java,Indonesia,-8.058,114.242,2769,Stratovolcano,2,M,,2,,,,,,,90,2,,2,,,,,,,90,2
1817,,,Raung,Java,Indonesia,-8.119,114.056,3260,Stratovolcano,4,,,1,,,,,,,,,,1,,,,,,,,
1818,2,5,Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,4,,,1,,,,,,,,,,1,,,,,,,,
1819,,,Asuncion,Mariana Is-C Pacific,United States,19.671,145.406,857,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1820,3,1,Westdahl,Aleutian Is,United States,54.516,-164.65,1563,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
1820,6,11,Banda Api,Banda Sea,Pacific Ocean,-4.523,129.881,596,Caldera,2,,,1,,,,,,,,,,1,,,,,,,,
1822,3,9,Toya,Hokkaido-Japan,Japan,42.544,140.839,733,Stratovolcano,4,P,50,1,,,53,2,,,,2,50,1,,,53,2,,,,2
1822,10,8,Galunggung,Java,Indonesia,-7.25,108.058,2168,Stratovolcano,5,"P,M",4011,4,,,,,,3,,3,4011,4,,,,,,3,,3
1822,12,27,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,3,,100,2,,,,2,,3,,3,100,2,,,,2,,3,,3
1823,2,,Kilauea,Hawaiian Is,United States,19.421,-155.287,1222,Shield volcano,0,L,,1,,,,,,,,,,1,,,,,,,,
1825,3,21,Shishaldin,Aleutian Is,United States,54.756,-163.97,2857,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
1825,,,Balbi,Bougainville-SW Paci,Papua New Guinea,-5.92,154.98,2715,Stratovolcano,,P,,3,,,,,,,,,,3,,,,,,,,
1826,10,11,Kelud,Java,Indonesia,-7.935,112.314,1730,Stratovolcano,3,M,,1,,,65,2,,3,,3,,1,,,65,2,,3,,3
1826,10,11,Dieng Volcanic Complex,Java,Indonesia,-7.2,109.879,2565,Complex volcano,2,,,2,,,,,,,,,,2,,,,,,,,
1826,10,,Asosan,Kyushu-Japan,Japan,32.884,131.104,1592,Caldera,2,T,,3,,,,,,,,,,3,,,,,,,,
1827,6,27,Avachinsky,Kamchatka,Russia,53.256,158.836,2717,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
1827,8,9,Avachinsky,Kamchatka,Russia,53.256,158.836,2717,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
1829,,,Guntur,Java,Indonesia,-7.143,107.841,2251,Complex volcano,2,,,3,,,,,,,,,,3,,,,,,,,
1832,11,1,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2,L,,2,,,,,,,,,,2,,,,,,,,
1832,12,25,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,3,,32,1,,,,,,,,2,32,1,,,,,,,,2
1833,11,24,Kaba,Sumatra,Indonesia,-3.522,102.615,1940,Stratovolcano,2,M,126,3,,,,,,,,,126,3,,,,,,,,
1835,1,20,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,5,"G,I",,1,,,,,,,,,,1,,,,,,,,
1835,11,1,Banda Api,Banda Sea,Pacific Ocean,-4.523,129.881,596,Caldera,,,,3,,,,,,2,,2,,3,,,,,,2,,2
1837,9,,Peuet Sague,Sumatra,Indonesia,4.903,96.289,2785,Complex volcano,,,,,,,,,,,,,,,,,,,,,,
1838,2,26,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.33,1715,Stratovolcano,2,T,4,1,,,,,,,,,4,1,,,,,,,,
1839,2,12,Unnamed,Chile-Is,Chile,-33.62,-76.83,-642,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1840,2,2,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.33,1715,Stratovolcano,3,,,,,,,,,1,,,,,,,,,,2,500,3
1840,5,30,Kilauea,Hawaiian Is,United States,19.421,-155.287,1222,Shield volcano,0,,,,,,,,,1,,,,,,,,,,1,,
1840,7,2,Ararat,Turkey,Turkey,39.7,44.3,5165,Stratovolcano,3,P,1900,4,,,,,,,,,1900,4,,,,,,,,
1840,,,Savo,Solomon Is-SW Pacifi,Solomon Is.,-9.13,159.82,485,Stratovolcano,3,P,,3,,,,,,,,,,3,,,,,,,,
1840,,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.386,165.804,796,Stratovolcano,3,P,,3,,,,,,,,,,3,,,,,,,,
1841,4,,Kuchinoerabujima,Ryukyu Is,Japan,30.443,130.217,657,Stratovolcano,2,T,,,,,,,,2,,2,,,,,,,,2,,2
1843,2,8,Liamuiga,W Indies,St. Kitts & Nevis,17.37,-62.8,1156,Stratovolcano,0,,,,,,,,,,,,,,,,,,,,,
1843,2,17,Soufriere Guadeloupe,W Indies,Guadeloupe,16.044,-61.664,1467,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1843,8,,Lamongan,Java,Indonesia,-7.981,113.341,1641,Stratovolcano,2,,4,1,,,,,,,,,4,1,,,,,,,,
1843,11,17,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2,L,56,2,,,,2,,,,,56,2,,,,2,,,,
1845,2,8,Soputan,Sulawesi-Indonesia,Indonesia,1.112,124.737,1785,Stratovolcano,2,,,,,,,,,,,,118,3,,,,,,2,,3
1845,2,19,"Ruiz, Nevado del",Colombia,Colombia,4.892,-75.324,5279,Stratovolcano,3,M,1000,3,,,,,,,,,1000,3,,,,,,,,
1845,9,2,Hekla,Iceland-S,Iceland,63.983,-19.666,1490,Stratovolcano,4,,,,,,,,,1,,,,,,,,,,1,,
1846,5,7,Taupo,New Zealand,New Zealand,-38.82,176,760,Caldera,,m,63,2,,,,,,,,,63,2,,,,,,,,
1846,5,27,Tangkuban Parahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
1846,11,18,Esan,Hokkaido-Japan,Japan,41.805,141.166,618,Stratovolcano,1,M,,3,,,,,,,,,,3,,,,,,,,
1847,4,9,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,2,S,,1,,,,,,,,,,1,,,,,,,,
1847,12,4,Dieng Volcanic Complex,Java,Indonesia,-7.2,109.879,2565,Complex volcano,2,,,2,,,,,,,,,,2,,,,,,,,
1848,5,16,Kelud,Java,Indonesia,-7.935,112.314,1730,Stratovolcano,2,M,21,1,,,,,,,800,3,21,1,,,,,,,800,3
1850,,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,2,T,,3,,,,,,,,,,3,,,,,,,,
1853,6,24,Niuafo'ou,Tonga-SW Pacific,Tonga,-15.6,-175.63,260,Shield volcano,0,L,25,1,,,,,,,,,25,1,,,,,,,,
1853,7,13,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,P,34,1,,,,,,,,1,34,1,,,,,,,,1
1853,10,29,Unnamed,Taiwan-E of,Taiwan,24,121.83,0,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1854,2,18,Sheveluch,Kamchatka,Russia,56.653,161.36,3283,Stratovolcano,5,,,,,,,,,1,,,,,,,,,,1,,
1854,2,,Asosan,Kyushu-Japan,Japan,32.884,131.104,1592,Caldera,2,,3,1,,,,,,,,,3,1,,,,,,,,
1854,6,27,Alaid,Kuril Is,Russia,50.861,155.565,2285,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
1856,3,2,Awu,Sangihe Is-Indonesia,Indonesia,3.689,125.447,1318,Stratovolcano,3,P,2806,4,,,,2,,3,,3,2806,4,,,,2,,3,,3
1856,7,26,Shishaldin,Aleutian Is,United States,54.756,-163.97,2857,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1856,9,25,Hokkaido-Komagatake,Hokkaido-Japan,Japan,42.063,140.677,1131,Stratovolcano,4,"P,T",25,1,,,,,,,,3,25,1,,,,,,,,3
1857,4,17,Umboi,New Guinea-NE of,Papua New Guinea,-5.592,147.892,1335,Complex volcano,,,,,,,,,,,,,,2,,,,,,2,,2
1858,1,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,P,,1,,,,,,,,,,1,,,,,,,,
1858,4,23,Midagahara,Honshu-Japan,Japan,36.571,137.59,2621,Stratovolcano,,m,,3,,,,,,,,,,3,,,,,,,,
1858,7,3,Midagahara,Honshu-Japan,Japan,36.571,137.59,2621,Stratovolcano,,m,,3,,,,,,,,,,3,,,,,,,,
1860,4,,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,,,1
1860,8,18,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
1860,,,Grimsvotn,Iceland-NE,Iceland,64.416,-17.316,1719,Caldera,,m,1,1,,,,,,,,,1,1,,,,,,,,
1861,5,7,Dubbi,Africa-NE,Eritrea,13.579,41.809,1625,Stratovolcano,3,,106,3,,,,,,3,,3,106,3,,,,,,3,,3
1861,5,,Grimsvotn,Iceland-NE,Iceland,64.416,-17.316,1719,Caldera,2,,,,,,,,,1,,,,,,,,,,1,,
1861,12,29,Kie Besi,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,4,"P,I",326,3,,,47,1,,,,3,326,3,,,47,1,,,,3
1863,8,17,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.532,169.447,361,Stratovolcano,,,,3,,,,,,,,,,3,,,,,,,,
1864,1,3,Kelud,Java,Indonesia,-7.935,112.314,1730,Stratovolcano,2,M,54,2,,,,,,,,3,54,2,,,,,,,,3
1866,2,20,Santorini,Greece,Greece,36.404,25.396,367,Shield volcano,2,T,1,1,,,,1,,,,,1,1,,,,1,,,,
1866,9,12,Ofu-Olosega,Samoa-SW Pacific,United States,-14.175,-169.618,639,Shield volcano,2,,,,,,,,,,,,,,,,,,,,,
1867,10,21,Zaozan [Zaosan],Honshu-Japan,Japan,38.144,140.44,1841,Complex volcano,2,M,3,1,,,,,,,,,3,1,,,,,,,,
1868,4,3,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,2,"W,M",,,,,,,,1,37,1,77,2,,,,,,2,,3
1868,9,5,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1869,7,7,Lewotobi,Lesser Sunda Is,Indonesia,-8.542,122.775,1703,Stratovolcano,2,,2,1,,,,,,,,,2,1,,,,,,,,
1869,8,,Lamongan,Java,Indonesia,-7.981,113.341,1641,Stratovolcano,2,"T,A",8,1,,,,,,,,,8,1,,,,,,,,
1870,8,,Ruang,Sangihe Is-Indonesia,Indonesia,2.3,125.37,725,Stratovolcano,2,,,1,,,,,,,40,1,,1,,,,,,,40,1
1870,,,Iliwerung,Lesser Sunda Is,Indonesia,-8.532,123.573,583,Complex volcano,3,,,1,,,,,,,,,,1,,,,,,,,
1870,,,Ambae,Vanuatu-SW Pacific,Vanuatu,-15.389,167.835,1496,Shield volcano,2,M,,3,,,,,,3,,3,,3,,,,,,3,,3
1871,3,3,Ruang,Sangihe Is-Indonesia,Indonesia,2.3,125.37,725,Stratovolcano,2,W,,,,,,,,1,,1,400,3,,,,,,2,75,2
1871,4,30,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1552,Stratovolcano,2,,,1,,,,,,3,,3,,1,,,,,,3,,3
1871,8,7,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.33,1715,Stratovolcano,2,T,1,1,,,1,1,,,,,1,1,,,1,1,,,,
1871,12,8,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,P,3,1,,,,,,,,,3,1,,,,,,,,
1872,4,15,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,4,T,30,1,,,,1,,,50,1,30,1,,,,1,,,50,1
1872,4,17,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,4,P,170,3,,,,,,,,2,170,3,,,,,,,,2
1872,4,24,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,3,"L,G",9,1,,,11,1,,,,,9,1,,,11,1,,,,
1872,11,3,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,4,"P,T",200,3,,,,,,3,,3,200,3,,,,,,3,,3
1872,12,,Asosan,Kyushu-Japan,Japan,32.884,131.104,1592,Caldera,3,T,4,1,,,,,,,,,4,1,,,,,,,,
1872,,,Sinarka,Kuril Is,Russia,48.873,154.182,911,Stratovolcano,4,P,,3,,,,,,,,,,3,,,,,,,,
1873,1,16,Ragang,Mindanao-Philippines,Philippines,7.691,124.507,2790,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
1873,,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,,"G,T",9,1,,,,,,,,,9,1,,,,,,,,
1874,7,3,Miyakejima,Izu Is-Japan,Japan,34.094,139.526,775,Stratovolcano,3,T,1,1,,,,,,,45,1,1,1,,,,,,,45,1
1874,7,19,Taal,Luzon-Philippines,Philippines,14.002,120.993,311,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
1875,1,29,Kelud,Java,Indonesia,-7.935,112.314,1730,Stratovolcano,0,m,,1,,,,,,2,,2,,1,,,,,,2,,2
1875,3,29,Askja,Iceland-NE,Iceland,65.033,-16.783,1080,Stratovolcano,5,,,,,,,,,1,,,,,,,,,,1,,
1875,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,,m,1500,4,,,,,,,,,1500,4,,,,,,,,
1877,2,14,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,0,,,,,,,,,,,,,,,,,,,,,
1877,6,25,Cotopaxi,Ecuador,Ecuador,-0.677,-78.436,5911,Stratovolcano,4,M,340,3,,,,,,,,,340,3,,,,,,,,
1878,1,10,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.532,169.447,361,Stratovolcano,3,,,,,,,,,,,,,,,,,,,1,,
1878,1,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,3,T,1,1,,,,,,,,,1,1,,,,,,,,
1878,2,11,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.532,169.447,361,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1878,8,29,Okmok,Aleutian Is,United States,53.43,-168.13,1073,Shield volcano,2,,,,,,,,,,,,,,,,,,,,,
1879,2,4,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
1883,3,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2,L,,3,,,,,,3,,,,3,,,,,,3,,
1883,8,27,Krakatau,Indonesia,Indonesia,-6.102,105.423,155,Caldera,6,"W,P,I",2000,4,,,,3,,3,,3,36417,4,,,,3,,3,,3
1883,10,6,Augustine,Alaska-SW,United States,59.363,-153.43,1252,Lava dome,4,,8,1,,,,,,,,,8,1,,,,,,1,,1
1883,10,10,Krakatau,Indonesia,Indonesia,-6.102,105.423,155,Caldera,,,,,,,,,,,,,,,,,,,,,,
1883,12,,Bagana,Bougainville-SW Paci,Papua New Guinea,-6.137,155.196,1855,Lava cone,3,T,,2,,,,,,,,,,2,,,,,,,,
1884,2,,Krakatau,Indonesia,Indonesia,-6.102,105.423,155,Caldera,,,,,,,,,,,,,,,,,,,,,,
1885,4,18,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,A,74,2,,,,,,,,,74,2,,,,,,,,
1885,5,25,Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,3,,,2,,,,,,2,,2,,2,,,,,,2,,2
1886,1,11,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,4,P,2,1,,,,,,,,,2,1,,,,,,,,
1886,6,10,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,2,T,153,3,,,,,,,,,153,3,,,,,,,,
1886,8,31,Niuafo'ou,Tonga-SW Pacific,Tonga,-15.6,-175.63,260,Shield volcano,4,,,1,,1,,,,,,,,1,,1,,,,,,
1887,3,9,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,T,15,1,,,,,,1,,1,15,1,,,,,,1,,1
1888,3,13,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.519,148.115,75,Stratovolcano,2,W,,,,,,,,,,,,4,,,,,,3,,3
1888,7,15,Bandaisan,Honshu-Japan,Japan,37.601,140.072,1816,Stratovolcano,4,"A,P",461,3,,,70,2,,2,,2,461,3,,,70,2,,2,,2
1889,9,6,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,2,,,,,,,,,,,,,,,,,,,2,,2
1890,6,29,Kie Besi,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,2,,,,,,,,,3,,3,,,,,,,,3,,3
1890,,,Victory,New Guinea,Papua New Guinea,-9.2,149.07,1925,Stratovolcano,2,P,,3,,,,,,,,,,3,,,,,,,,
1892,5,21,Sorikmarapi,Sumatra,Indonesia,0.686,99.539,2145,Stratovolcano,2,M,180,3,,,,,,,,,180,3,,,,,,,,
1892,6,7,Awu,Sangihe Is-Indonesia,Indonesia,3.689,125.447,1318,Stratovolcano,3,"P,M",1532,4,,,,,,3,,3,1532,4,,,,,,3,,3
